job_role,experience,notice_period,interview_time,past_reschedules,current_company_size,candidate_location,communication_score,expected_salary,scheduled_day_gap,no_show
QA Tester,8.2,30,Morning,1,Enterprise,Different City,1.6,909830,12,1
Data Analyst,2.1,45,Morning,0,Startup,Same City,6.6,1189507,6,0
Frontend Developer,5.1,30,Morning,2,Enterprise,Same City,6.3,1061100,18,1
Data Analyst,8.4,45,Morning,2,Enterprise,Different City,3.5,886480,4,1
Data Analyst,7.3,60,Morning,0,Mid-size,Same City,9.2,879769,19,0
QA Tester,5.4,60,Afternoon,0,Mid-size,Same City,3.7,1461694,13,0
Frontend Developer,5.9,60,Afternoon,1,Mid-size,Same City,5.0,720471,2,1
Frontend Developer,5.1,15,Afternoon,1,Mid-size,Same City,5.9,255397,8,0
Backend Developer,3.0,15,Morning,3,Mid-size,Different City,1.9,1136357,19,1
Data Analyst,5.7,45,Evening,2,Startup,Same City,9.4,857769,9,0
Data Analyst,6.9,30,Morning,0,Startup,Same City,4.4,403305,4,0
Software Engineer,8.7,30,Afternoon,0,Mid-size,Same City,1.7,1499374,16,0
Backend Developer,6.4,15,Evening,0,Mid-size,Same City,4.5,706435,19,0
Software Engineer,7.6,30,Morning,0,Enterprise,Same City,6.4,775418,10,0
Software Engineer,1.6,15,Morning,0,Startup,Same City,5.6,788359,6,0
Software Engineer,4.6,60,Evening,0,Enterprise,Different City,7.3,622384,16,1
QA Tester,0.1,30,Morning,0,Startup,Different City,1.5,776406,10,1
QA Tester,2.5,45,Afternoon,1,Mid-size,Same City,3.6,1360984,13,1
Software Engineer,7.3,15,Morning,0,Mid-size,Same City,8.4,1350362,9,0
Backend Developer,9.9,45,Afternoon,0,Mid-size,Same City,1.7,855559,7,1
Data Analyst,1.0,30,Morning,0,Startup,Different City,8.7,269158,4,0
Backend Developer,4.0,60,Morning,0,Mid-size,Different City,1.8,338114,19,1
Frontend Developer,8.0,60,Afternoon,1,Enterprise,Same City,8.5,958481,4,0
QA Tester,2.0,30,Morning,1,Mid-size,Different City,4.2,771358,19,1
Data Analyst,5.6,90,Morning,3,Mid-size,Same City,6.5,794162,19,0
Data Analyst,7.3,90,Morning,0,Enterprise,Same City,2.4,489139,12,0
Frontend Developer,6.2,60,Morning,0,Enterprise,Same City,1.6,1119875,13,0
Frontend Developer,1.9,60,Morning,0,Mid-size,Same City,2.9,372603,4,1
Software Engineer,3.6,30,Morning,0,Startup,Same City,2.2,1232207,10,0
QA Tester,7.8,45,Evening,2,Enterprise,Same City,3.8,747821,7,1
QA Tester,5.5,15,Morning,1,Mid-size,Same City,5.6,1474301,5,0
Backend Developer,0.1,15,Afternoon,2,Startup,Same City,6.3,1118450,17,1
Software Engineer,7.6,90,Morning,0,Startup,Same City,8.1,1137024,18,0
Software Engineer,0.4,30,Morning,2,Enterprise,Same City,6.9,1128058,11,0
Software Engineer,7.5,45,Evening,0,Startup,Same City,6.5,1028873,15,1
Software Engineer,2.0,60,Morning,2,Enterprise,Same City,4.7,1199756,7,1
QA Tester,9.6,60,Evening,0,Startup,Same City,5.3,716548,18,0
QA Tester,3.7,90,Morning,0,Enterprise,Same City,4.7,584943,6,0
Software Engineer,3.3,30,Afternoon,0,Mid-size,Same City,8.6,574329,18,0
Backend Developer,1.5,15,Afternoon,2,Mid-size,Same City,3.1,553682,16,0
Data Analyst,3.1,30,Evening,0,Enterprise,Same City,1.1,748905,2,0
Data Analyst,8.8,15,Afternoon,0,Mid-size,Same City,6.9,370026,19,0
Backend Developer,10.0,15,Afternoon,2,Mid-size,Different City,2.8,484257,1,1
Software Engineer,3.7,30,Morning,0,Startup,Same City,9.0,1351682,11,0
QA Tester,4.5,60,Morning,0,Startup,Same City,8.7,1379803,5,0
Data Analyst,7.2,45,Evening,0,Startup,Same City,1.7,696295,16,1
Frontend Developer,8.9,30,Morning,0,Mid-size,Same City,2.0,930388,1,0
Frontend Developer,5.9,45,Morning,2,Startup,Same City,5.5,936426,19,1
Backend Developer,3.9,30,Afternoon,1,Startup,Same City,6.5,893887,14,0
Software Engineer,4.1,15,Morning,0,Mid-size,Same City,3.5,1004077,3,0
Data Analyst,7.0,60,Evening,3,Mid-size,Different City,7.5,1382046,2,1
Software Engineer,0.0,45,Afternoon,0,Enterprise,Same City,6.4,1018378,5,1
Data Analyst,6.2,60,Afternoon,0,Startup,Same City,3.9,1436789,17,0
Backend Developer,3.6,15,Evening,0,Startup,Same City,1.2,1344526,18,1
Backend Developer,7.9,60,Morning,0,Enterprise,Different City,7.8,528369,1,0
Frontend Developer,0.9,45,Morning,0,Startup,Different City,2.9,743466,15,1
Software Engineer,5.9,45,Afternoon,2,Enterprise,Same City,8.5,1254627,9,0
Frontend Developer,4.8,45,Morning,1,Enterprise,Different City,4.8,1085624,5,1
Software Engineer,6.4,60,Afternoon,0,Enterprise,Same City,6.2,329711,13,0
Frontend Developer,0.6,45,Evening,0,Startup,Different City,8.9,391123,19,1
QA Tester,5.8,45,Afternoon,1,Enterprise,Different City,8.8,452500,10,1
QA Tester,5.6,90,Morning,2,Enterprise,Same City,4.3,515593,14,1
QA Tester,5.6,60,Evening,2,Mid-size,Different City,2.9,1208599,12,1
QA Tester,6.0,30,Afternoon,0,Mid-size,Same City,8.0,874533,11,0
Data Analyst,6.8,45,Afternoon,1,Startup,Same City,4.9,1395645,7,0
QA Tester,8.0,30,Morning,0,Startup,Same City,2.7,483597,17,0
Backend Developer,2.7,30,Evening,0,Mid-size,Different City,9.1,798196,18,0
Backend Developer,8.3,45,Afternoon,0,Mid-size,Same City,2.8,616991,7,0
Data Analyst,5.0,90,Afternoon,0,Mid-size,Same City,1.2,1157342,6,0
QA Tester,0.8,90,Evening,0,Mid-size,Different City,1.2,1028628,11,1
QA Tester,0.6,30,Morning,0,Mid-size,Same City,6.6,1199826,12,0
QA Tester,3.3,45,Afternoon,0,Mid-size,Same City,7.0,1050444,16,0
Frontend Developer,7.8,30,Evening,1,Enterprise,Same City,3.8,267412,19,0
Software Engineer,7.1,90,Morning,0,Startup,Same City,3.9,1263654,19,0
Frontend Developer,7.9,90,Afternoon,0,Mid-size,Same City,4.1,517800,11,1
Software Engineer,5.2,45,Evening,0,Startup,Same City,7.1,1438615,16,1
QA Tester,4.4,60,Afternoon,3,Mid-size,Different City,1.5,728174,12,1
QA Tester,1.5,45,Afternoon,0,Enterprise,Different City,9.4,1052305,8,1
Frontend Developer,3.3,45,Evening,0,Enterprise,Same City,3.0,1497455,3,1
Frontend Developer,4.3,15,Evening,0,Startup,Same City,10.0,400595,2,0
Software Engineer,0.9,30,Morning,1,Enterprise,Same City,2.5,822735,6,0
Backend Developer,2.2,45,Morning,3,Startup,Same City,7.9,299757,16,1
Software Engineer,6.0,45,Afternoon,0,Mid-size,Same City,3.0,1034402,15,1
Frontend Developer,7.4,30,Afternoon,0,Startup,Same City,1.7,1238892,14,1
Frontend Developer,10.0,90,Afternoon,2,Enterprise,Different City,8.9,1041894,2,0
Data Analyst,9.3,15,Afternoon,0,Mid-size,Same City,8.7,628976,18,1
Frontend Developer,6.4,45,Morning,0,Mid-size,Same City,4.6,1461443,14,1
Data Analyst,4.2,45,Afternoon,0,Enterprise,Different City,7.3,975166,18,0
Backend Developer,6.4,45,Morning,0,Startup,Same City,6.0,560609,2,0
Software Engineer,7.9,45,Afternoon,0,Startup,Same City,8.7,704325,1,0
Software Engineer,1.2,30,Afternoon,0,Enterprise,Same City,3.8,340027,2,0
Data Analyst,4.1,15,Morning,1,Mid-size,Same City,5.7,300528,9,0
Software Engineer,8.4,45,Morning,2,Startup,Different City,5.4,298242,9,1
Frontend Developer,3.8,45,Afternoon,0,Mid-size,Same City,4.2,709099,16,0
QA Tester,5.7,15,Afternoon,1,Mid-size,Different City,9.0,1413264,11,0
Data Analyst,5.9,45,Morning,0,Startup,Different City,2.5,776071,6,1
Software Engineer,1.8,30,Evening,0,Startup,Different City,2.3,278390,12,1
Data Analyst,3.6,45,Afternoon,0,Startup,Different City,6.2,1370678,3,0
Data Analyst,3.3,60,Evening,2,Mid-size,Same City,6.9,1329326,12,0
QA Tester,0.3,15,Afternoon,1,Enterprise,Same City,2.8,832476,1,1
Frontend Developer,0.2,15,Afternoon,1,Enterprise,Same City,4.5,523016,9,0
Data Analyst,8.3,60,Evening,1,Mid-size,Same City,9.5,953446,6,1
Software Engineer,2.7,45,Afternoon,0,Startup,Different City,3.2,481360,11,0
Backend Developer,5.2,45,Afternoon,3,Enterprise,Same City,7.0,1119946,3,0
Data Analyst,3.0,60,Morning,1,Mid-size,Different City,7.7,993537,4,1
Data Analyst,9.4,60,Afternoon,2,Startup,Different City,5.0,342663,10,1
QA Tester,2.6,90,Morning,0,Enterprise,Different City,9.4,923439,19,0
Frontend Developer,4.3,45,Morning,0,Enterprise,Different City,7.6,1411384,6,1
Backend Developer,8.7,30,Morning,0,Enterprise,Same City,5.1,360091,1,0
Software Engineer,8.4,30,Morning,0,Enterprise,Same City,6.1,1135704,8,0
Backend Developer,1.9,15,Evening,0,Startup,Same City,7.2,823681,8,0
Software Engineer,8.0,45,Morning,0,Startup,Same City,6.3,1368346,6,1
Frontend Developer,4.6,30,Afternoon,0,Mid-size,Same City,8.9,1274146,17,0
Software Engineer,4.8,90,Evening,0,Startup,Different City,4.2,1273157,19,0
QA Tester,1.3,45,Afternoon,0,Mid-size,Different City,3.7,1049800,1,0
QA Tester,0.8,45,Morning,0,Enterprise,Same City,2.9,435385,15,1
QA Tester,7.3,30,Afternoon,3,Enterprise,Same City,1.3,298838,13,1
QA Tester,5.0,15,Afternoon,0,Mid-size,Same City,1.4,783022,3,1
Backend Developer,4.4,15,Afternoon,0,Enterprise,Same City,8.8,881475,2,0
Frontend Developer,7.3,30,Afternoon,1,Enterprise,Same City,7.1,349329,3,0
Software Engineer,7.7,15,Evening,0,Mid-size,Same City,6.9,770146,9,0
Software Engineer,1.6,45,Afternoon,0,Startup,Same City,6.5,1105327,16,0
QA Tester,6.1,60,Morning,0,Startup,Same City,8.6,1008921,13,0
QA Tester,1.4,60,Afternoon,0,Mid-size,Same City,5.3,1419000,19,0
Data Analyst,7.5,45,Morning,3,Startup,Same City,8.8,1224335,18,1
Frontend Developer,6.6,30,Evening,0,Startup,Same City,4.2,570217,12,1
Backend Developer,9.6,60,Morning,0,Startup,Same City,9.3,494042,12,0
Software Engineer,0.7,60,Morning,0,Mid-size,Same City,7.3,475683,1,0
Data Analyst,0.6,15,Evening,0,Enterprise,Different City,3.3,1052056,8,0
Data Analyst,2.8,45,Afternoon,1,Startup,Same City,6.1,1496919,17,0
Software Engineer,2.6,30,Morning,0,Enterprise,Same City,5.8,944497,7,0
Backend Developer,2.5,60,Afternoon,0,Mid-size,Different City,2.2,322663,9,0
Data Analyst,9.1,90,Evening,0,Startup,Same City,6.3,351216,17,1
Data Analyst,2.5,15,Morning,0,Enterprise,Different City,3.8,1024888,10,0
Frontend Developer,2.7,60,Evening,0,Mid-size,Same City,1.5,544887,4,0
Backend Developer,7.6,45,Morning,1,Mid-size,Same City,9.5,784396,7,1
Data Analyst,4.5,90,Afternoon,1,Enterprise,Same City,6.8,531027,7,0
Backend Developer,7.8,30,Evening,2,Startup,Same City,8.9,818688,8,1
Software Engineer,0.7,60,Morning,2,Mid-size,Same City,7.1,1475647,8,0
QA Tester,4.9,15,Afternoon,1,Startup,Same City,4.2,822239,16,0
Data Analyst,0.3,30,Morning,0,Enterprise,Same City,5.6,916483,12,0
Frontend Developer,0.6,15,Afternoon,1,Mid-size,Same City,7.1,574078,15,1
Software Engineer,9.1,90,Afternoon,1,Mid-size,Same City,9.6,280881,8,0
Backend Developer,1.4,60,Afternoon,1,Startup,Same City,3.3,1222920,9,0
Software Engineer,5.3,60,Morning,0,Mid-size,Same City,8.9,1396747,3,0
Data Analyst,4.1,90,Morning,0,Enterprise,Same City,9.3,1198161,16,1
Backend Developer,3.5,15,Morning,1,Mid-size,Same City,7.0,467815,15,0
QA Tester,9.0,30,Morning,1,Mid-size,Different City,9.4,561095,4,0
Software Engineer,0.2,15,Afternoon,3,Mid-size,Same City,4.6,520896,16,0
Data Analyst,6.6,30,Evening,0,Enterprise,Same City,9.6,891627,10,1
Frontend Developer,9.6,30,Afternoon,0,Mid-size,Same City,7.3,1343440,11,0
Backend Developer,5.6,30,Afternoon,0,Enterprise,Same City,1.4,955051,5,0
Software Engineer,9.4,30,Evening,1,Enterprise,Different City,9.2,336675,11,0
Software Engineer,0.5,15,Afternoon,0,Mid-size,Same City,5.4,1247807,13,0
QA Tester,4.2,15,Evening,0,Startup,Same City,5.1,534487,15,0
QA Tester,2.6,15,Afternoon,3,Mid-size,Same City,6.1,474320,6,1
Frontend Developer,7.3,90,Morning,0,Enterprise,Different City,2.3,793961,16,0
Frontend Developer,9.8,60,Morning,1,Startup,Same City,5.2,1489602,15,1
Data Analyst,2.6,90,Afternoon,0,Mid-size,Different City,8.5,1484346,11,1
Data Analyst,6.5,30,Morning,1,Enterprise,Different City,1.1,752857,2,0
Frontend Developer,2.0,30,Morning,0,Mid-size,Same City,3.5,1019483,2,0
Frontend Developer,5.7,60,Afternoon,2,Mid-size,Different City,1.0,288079,12,1
Backend Developer,4.6,30,Afternoon,2,Startup,Same City,4.7,1342796,16,1
QA Tester,9.7,30,Afternoon,0,Startup,Different City,7.6,401563,19,1
Data Analyst,6.1,30,Morning,0,Enterprise,Same City,8.2,362878,2,0
QA Tester,3.5,15,Morning,0,Startup,Same City,9.5,1415159,17,0
QA Tester,1.1,30,Afternoon,1,Startup,Same City,6.5,298720,14,0
Frontend Developer,1.5,30,Evening,2,Enterprise,Different City,3.3,741567,16,1
Backend Developer,2.3,45,Afternoon,0,Mid-size,Same City,9.3,612812,5,0
Software Engineer,2.5,15,Evening,0,Enterprise,Same City,8.0,932192,10,0
Backend Developer,8.5,30,Afternoon,0,Enterprise,Same City,6.2,1222322,17,1
Backend Developer,5.6,60,Afternoon,1,Startup,Same City,7.3,656080,13,0
QA Tester,5.2,15,Morning,3,Startup,Same City,9.3,862666,16,0
Backend Developer,1.1,30,Afternoon,0,Enterprise,Same City,7.4,1291137,9,0
Data Analyst,8.6,60,Afternoon,0,Mid-size,Same City,4.3,258177,4,0
QA Tester,7.2,15,Afternoon,0,Startup,Same City,7.4,951475,16,1
Data Analyst,0.7,15,Afternoon,0,Enterprise,Same City,1.4,695170,11,0
Software Engineer,7.1,30,Afternoon,0,Startup,Same City,4.5,1464502,7,0
QA Tester,5.4,30,Morning,0,Enterprise,Same City,4.7,1256148,17,0
Software Engineer,0.8,45,Afternoon,0,Startup,Different City,2.5,1243459,13,1
QA Tester,4.6,60,Morning,0,Startup,Same City,1.2,862363,4,1
Frontend Developer,4.8,15,Evening,0,Startup,Different City,2.2,1211454,14,1
Backend Developer,1.7,45,Morning,0,Enterprise,Different City,6.9,577371,10,1
Frontend Developer,9.5,45,Morning,0,Mid-size,Same City,8.2,656051,10,0
Software Engineer,8.5,15,Afternoon,1,Enterprise,Same City,9.9,1137889,10,0
Backend Developer,6.7,45,Afternoon,1,Mid-size,Different City,4.1,468930,12,1
QA Tester,4.6,30,Afternoon,0,Mid-size,Same City,6.4,784561,2,0
Backend Developer,4.1,30,Morning,0,Startup,Same City,9.4,929520,9,0
Data Analyst,6.5,15,Afternoon,1,Mid-size,Same City,2.5,1163456,5,1
Backend Developer,5.5,30,Morning,3,Mid-size,Same City,7.5,717601,8,0
Data Analyst,0.6,30,Evening,0,Mid-size,Different City,7.8,758604,14,0
Backend Developer,5.1,60,Evening,0,Startup,Same City,1.8,1478636,7,1
Data Analyst,8.1,15,Afternoon,0,Enterprise,Same City,8.8,857748,7,0
Software Engineer,4.6,30,Morning,0,Startup,Same City,8.3,498792,9,0
Frontend Developer,0.5,30,Afternoon,0,Enterprise,Same City,1.3,878759,3,0
QA Tester,7.9,45,Morning,0,Startup,Same City,1.8,878956,14,0
Backend Developer,2.0,45,Afternoon,1,Mid-size,Same City,1.4,1313205,17,1
Frontend Developer,2.6,45,Morning,0,Mid-size,Different City,4.0,1085488,18,0
QA Tester,1.6,60,Evening,0,Mid-size,Same City,5.6,1419060,12,1
QA Tester,3.3,60,Morning,0,Mid-size,Different City,5.8,1395851,14,0
Data Analyst,7.6,30,Afternoon,0,Mid-size,Same City,3.4,388966,13,0
Software Engineer,5.2,45,Afternoon,0,Mid-size,Same City,9.2,1344649,14,0
Software Engineer,2.0,60,Afternoon,0,Enterprise,Same City,4.3,817383,9,0
Frontend Developer,8.8,90,Morning,2,Mid-size,Same City,1.4,1460822,19,1
Software Engineer,8.8,60,Evening,0,Enterprise,Same City,3.7,1218305,2,0
Backend Developer,8.7,30,Afternoon,1,Startup,Same City,5.8,372388,11,1
Software Engineer,2.4,15,Afternoon,2,Mid-size,Different City,4.7,453508,17,0
Frontend Developer,4.5,30,Morning,0,Mid-size,Different City,3.5,1413017,2,1
Software Engineer,9.8,45,Afternoon,0,Mid-size,Same City,2.2,875070,19,0
Backend Developer,7.7,30,Afternoon,0,Mid-size,Same City,8.4,682043,7,0
Data Analyst,0.3,30,Morning,2,Mid-size,Same City,10.0,882551,18,1
Frontend Developer,0.7,60,Morning,2,Startup,Same City,4.0,1065805,13,1
Data Analyst,4.6,30,Evening,1,Startup,Same City,4.4,639860,5,0
Data Analyst,9.1,60,Morning,0,Startup,Same City,6.6,903689,18,0
Data Analyst,5.4,30,Morning,1,Mid-size,Different City,7.5,1395219,16,0
QA Tester,5.0,30,Afternoon,0,Mid-size,Different City,4.5,935846,15,0
QA Tester,1.1,30,Afternoon,0,Enterprise,Same City,9.1,399712,8,0
Data Analyst,6.6,60,Morning,0,Enterprise,Same City,6.0,609838,15,0
Frontend Developer,8.2,15,Afternoon,0,Startup,Same City,5.1,442527,1,0
Backend Developer,3.8,15,Morning,1,Enterprise,Different City,6.8,1229929,17,0
Backend Developer,7.8,90,Morning,0,Enterprise,Same City,9.6,306539,15,1
Software Engineer,9.6,15,Morning,0,Mid-size,Same City,8.2,462736,14,0
Frontend Developer,2.0,45,Evening,0,Mid-size,Different City,1.4,668158,14,0
QA Tester,5.2,45,Morning,2,Enterprise,Same City,4.0,1366939,10,1
Data Analyst,2.9,30,Morning,1,Mid-size,Same City,5.2,439668,2,1
Software Engineer,7.9,45,Afternoon,0,Enterprise,Same City,3.8,855814,6,0
Backend Developer,5.8,30,Evening,0,Startup,Same City,7.3,1491777,17,0
QA Tester,6.3,45,Morning,0,Startup,Same City,8.4,728739,5,0
QA Tester,8.0,30,Afternoon,2,Mid-size,Same City,7.6,492723,5,0
Data Analyst,4.0,45,Morning,0,Mid-size,Same City,9.9,860725,15,0
Backend Developer,9.2,15,Afternoon,0,Enterprise,Same City,3.5,1445925,15,0
Frontend Developer,5.3,45,Afternoon,0,Enterprise,Different City,8.9,907003,11,0
QA Tester,1.6,15,Afternoon,0,Mid-size,Same City,7.9,1060161,5,0
Data Analyst,7.0,30,Morning,1,Startup,Same City,4.3,1254127,1,0
Frontend Developer,7.9,30,Morning,0,Enterprise,Same City,7.6,1058250,11,0
Backend Developer,3.2,15,Morning,0,Mid-size,Different City,1.9,1364131,11,0
QA Tester,8.6,60,Morning,0,Startup,Different City,8.1,1352205,6,1
Frontend Developer,9.1,30,Morning,0,Mid-size,Same City,5.8,521601,8,1
Frontend Developer,2.8,90,Afternoon,2,Enterprise,Same City,3.6,440701,2,0
Frontend Developer,9.8,90,Evening,0,Enterprise,Different City,6.9,352020,15,0
QA Tester,1.4,45,Evening,2,Mid-size,Same City,6.8,484618,9,1
QA Tester,2.0,15,Evening,1,Mid-size,Same City,2.9,1152562,15,0
Software Engineer,1.8,30,Afternoon,0,Enterprise,Different City,1.3,415493,8,0
Backend Developer,8.9,60,Afternoon,0,Mid-size,Same City,4.9,1023317,16,0
Data Analyst,6.5,30,Morning,0,Mid-size,Different City,6.1,463273,14,1
Frontend Developer,1.5,15,Afternoon,1,Startup,Different City,8.9,537744,15,0
Software Engineer,4.4,45,Afternoon,0,Enterprise,Same City,9.4,460694,13,0
Data Analyst,6.2,60,Afternoon,0,Startup,Different City,5.8,512051,9,0
Software Engineer,0.8,60,Afternoon,0,Startup,Different City,7.8,1311725,1,0
QA Tester,8.8,15,Morning,1,Mid-size,Same City,5.0,411466,6,0
Frontend Developer,8.0,45,Morning,0,Startup,Same City,7.7,1444044,8,0
Data Analyst,5.1,30,Evening,0,Mid-size,Same City,2.8,1476846,18,0
Data Analyst,9.7,30,Morning,0,Startup,Same City,4.3,1250209,18,0
Data Analyst,4.2,60,Afternoon,0,Mid-size,Different City,6.7,362168,17,0
Data Analyst,9.8,30,Evening,1,Startup,Same City,1.2,884101,16,1
Data Analyst,6.7,30,Afternoon,0,Startup,Same City,7.5,506960,13,1
Software Engineer,6.3,15,Afternoon,1,Startup,Same City,8.5,1198520,4,0
Frontend Developer,1.7,60,Morning,1,Enterprise,Different City,4.6,908554,4,1
QA Tester,8.8,60,Morning,0,Enterprise,Same City,5.0,728911,14,0
QA Tester,4.3,45,Evening,1,Startup,Same City,8.7,442206,5,0
QA Tester,1.6,60,Afternoon,0,Enterprise,Same City,8.0,511041,16,0
QA Tester,0.1,15,Afternoon,0,Mid-size,Same City,3.6,610981,14,0
Software Engineer,5.6,30,Morning,1,Enterprise,Same City,3.9,1454625,14,0
Backend Developer,5.3,30,Morning,0,Mid-size,Same City,7.1,351967,14,0
Frontend Developer,7.2,15,Evening,0,Mid-size,Same City,6.1,643345,14,0
Data Analyst,8.9,30,Morning,0,Startup,Same City,2.5,498719,19,0
Backend Developer,0.8,90,Afternoon,2,Mid-size,Different City,3.8,691719,3,1
QA Tester,7.3,15,Morning,0,Enterprise,Same City,9.1,408621,17,1
Backend Developer,1.9,30,Afternoon,0,Mid-size,Same City,7.2,981874,14,0
Frontend Developer,8.6,30,Evening,0,Startup,Same City,9.9,957609,10,0
Data Analyst,8.2,30,Afternoon,1,Startup,Same City,7.9,1089096,13,1
Data Analyst,5.4,90,Morning,1,Enterprise,Same City,9.5,1270668,4,0
Frontend Developer,7.1,30,Afternoon,0,Mid-size,Same City,2.9,1045265,11,1
Frontend Developer,3.1,30,Afternoon,2,Mid-size,Same City,7.9,1097090,15,0
QA Tester,4.7,60,Afternoon,0,Enterprise,Same City,1.2,755655,15,0
Data Analyst,8.2,15,Evening,0,Startup,Same City,7.0,480099,2,0
Backend Developer,4.6,30,Afternoon,2,Mid-size,Different City,5.2,1168241,11,0
Software Engineer,3.6,30,Evening,2,Enterprise,Same City,4.1,775587,2,1
Software Engineer,4.9,45,Afternoon,1,Mid-size,Same City,8.8,938280,5,0
Frontend Developer,8.3,90,Morning,2,Startup,Same City,8.7,698052,13,0
QA Tester,3.4,60,Morning,0,Mid-size,Same City,1.2,423453,1,1
Software Engineer,1.7,30,Morning,2,Enterprise,Same City,6.5,626430,7,0
Data Analyst,7.1,60,Evening,0,Startup,Same City,4.3,1252475,7,0
Frontend Developer,8.3,15,Afternoon,0,Enterprise,Same City,4.7,1135162,10,1
Backend Developer,1.0,15,Afternoon,0,Enterprise,Same City,8.5,568442,6,0
Frontend Developer,2.4,30,Morning,0,Startup,Same City,3.8,1471743,12,0
Backend Developer,1.4,30,Morning,0,Enterprise,Different City,9.5,694740,13,0
Frontend Developer,3.5,45,Afternoon,0,Mid-size,Same City,2.6,766030,11,0
Frontend Developer,4.5,45,Afternoon,0,Mid-size,Same City,7.0,1414213,18,0
Frontend Developer,7.5,90,Morning,0,Enterprise,Different City,7.0,511046,2,0
Backend Developer,6.5,45,Afternoon,0,Enterprise,Same City,3.3,1234413,16,0
Backend Developer,6.2,45,Morning,0,Startup,Same City,3.9,275532,2,0
Frontend Developer,3.5,15,Morning,0,Mid-size,Same City,8.5,358197,19,0
Software Engineer,8.4,15,Afternoon,1,Mid-size,Same City,7.9,1429436,6,0
QA Tester,4.7,45,Morning,2,Mid-size,Same City,4.0,310285,1,1
QA Tester,9.8,30,Evening,1,Mid-size,Different City,5.8,1055298,11,1
QA Tester,6.3,60,Morning,0,Startup,Same City,1.6,521639,18,0
Backend Developer,1.3,15,Morning,1,Mid-size,Same City,2.9,496130,10,0
Backend Developer,6.8,15,Morning,0,Mid-size,Different City,5.4,764938,18,0
Software Engineer,3.3,30,Afternoon,0,Startup,Different City,1.8,1222980,1,1
QA Tester,6.9,30,Afternoon,0,Enterprise,Same City,8.6,508750,19,0
QA Tester,0.7,15,Afternoon,1,Enterprise,Same City,7.5,542490,16,0
Frontend Developer,1.7,45,Morning,0,Mid-size,Same City,9.5,358621,7,0
Backend Developer,8.6,15,Morning,0,Startup,Same City,7.2,1293350,15,0
QA Tester,2.3,45,Afternoon,0,Mid-size,Same City,9.5,731615,1,0
Software Engineer,8.4,30,Evening,2,Startup,Same City,6.0,368833,9,1
Software Engineer,2.8,15,Evening,0,Startup,Different City,6.4,315206,2,1
QA Tester,6.4,30,Morning,0,Enterprise,Same City,9.8,260934,17,0
Backend Developer,6.9,60,Afternoon,0,Startup,Same City,6.8,542867,10,1
Software Engineer,5.1,30,Evening,0,Startup,Same City,1.3,951773,6,0
Frontend Developer,3.1,60,Morning,1,Startup,Same City,7.5,1189858,5,0
Software Engineer,2.1,15,Evening,0,Startup,Same City,9.1,1241994,8,1
Data Analyst,0.3,60,Morning,2,Startup,Same City,8.2,1158420,8,1
Data Analyst,3.0,30,Evening,0,Enterprise,Different City,6.3,731891,5,1
Backend Developer,6.5,45,Afternoon,1,Startup,Same City,7.0,491630,12,1
QA Tester,9.4,45,Evening,0,Startup,Same City,9.9,633094,7,1
Backend Developer,8.7,90,Afternoon,0,Startup,Same City,1.8,1225197,13,0
Backend Developer,7.7,30,Morning,0,Enterprise,Same City,7.0,416804,13,0
Backend Developer,7.9,15,Evening,0,Mid-size,Same City,3.6,474310,17,1
Backend Developer,6.6,15,Morning,0,Mid-size,Different City,6.8,507476,4,0
Frontend Developer,2.6,60,Morning,1,Enterprise,Different City,6.5,531260,18,1
Frontend Developer,9.1,45,Afternoon,0,Mid-size,Same City,2.4,1411434,10,0
Software Engineer,6.7,60,Afternoon,1,Mid-size,Same City,2.9,326620,3,0
Data Analyst,5.6,30,Evening,1,Startup,Different City,6.6,1212275,12,1
Backend Developer,1.1,30,Morning,0,Mid-size,Same City,2.2,671972,1,0
Software Engineer,4.5,15,Afternoon,1,Mid-size,Same City,3.4,332604,11,0
Data Analyst,4.6,90,Afternoon,1,Mid-size,Same City,8.5,868740,18,1
QA Tester,8.6,45,Morning,0,Startup,Different City,3.9,1466172,13,0
Frontend Developer,5.5,90,Morning,1,Mid-size,Same City,5.4,974179,17,1
Data Analyst,3.8,30,Morning,0,Startup,Different City,9.5,535356,8,0
QA Tester,9.8,45,Morning,0,Startup,Different City,3.0,552262,19,1
Data Analyst,1.1,45,Evening,1,Mid-size,Same City,4.5,416901,17,1
Frontend Developer,4.2,30,Afternoon,0,Enterprise,Different City,6.5,437381,2,0
Frontend Developer,0.4,60,Afternoon,0,Mid-size,Different City,7.8,702889,3,0
Software Engineer,7.4,90,Evening,0,Mid-size,Same City,9.1,686060,3,1
Backend Developer,9.2,60,Morning,1,Startup,Same City,9.2,1232212,6,1
Data Analyst,2.8,45,Evening,2,Startup,Same City,8.0,1046184,10,0
Data Analyst,8.6,30,Afternoon,0,Startup,Same City,3.1,683886,18,0
QA Tester,2.9,30,Evening,1,Mid-size,Same City,1.2,1497251,18,1
Frontend Developer,9.1,90,Morning,2,Startup,Same City,4.5,936838,14,1
Data Analyst,7.5,15,Evening,0,Startup,Same City,2.3,669655,16,0
Frontend Developer,8.0,45,Morning,0,Enterprise,Different City,7.4,1202251,7,0
Data Analyst,0.2,45,Morning,1,Startup,Same City,7.0,1021784,1,0
Software Engineer,9.6,45,Afternoon,1,Mid-size,Same City,1.4,314467,17,1
